"id","pred"
"2019_3101_3417",0.243485343760939
"2019_3101_3460",0.579220502170501
"2019_3113_3114",0.830048493122079
"2019_3113_3120",0.73415226026657
"2019_3113_3124",0.0677161462417635
"2019_3113_3125",0.737811208297154
"2019_3113_3126",0.852771750419903
"2019_3113_3129",0.830048493122079
"2019_3113_3137",0.737811208297154
"2019_3113_3138",0.690839474549995
"2019_3113_3140",0.636023245764999
"2019_3113_3141",0.623032033131668
"2019_3113_3143",0.683497308157325
"2019_3113_3155",0.630427887085507
"2019_3113_3163",0.133988773779824
"2019_3113_3177",0.683497308157325
"2019_3113_3179",0.690839474549995
"2019_3113_3195",0.716761718561672
"2019_3113_3199",0.538733946021146
"2019_3113_3200",0.766520117063455
"2019_3113_3211",0.538733946021146
"2019_3113_3231",0.70501792999263
"2019_3113_3234",0.233371174329233
"2019_3113_3235",0.311395111644144
"2019_3113_3243",0.700979598231664
"2019_3113_3246",0.623032033131668
"2019_3113_3257",0.0965029643177355
"2019_3113_3263",0.827071433769521
"2019_3113_3266",0.506366841039713
"2019_3113_3268",0.339880456681649
"2019_3113_3273",0.841955568552735
"2019_3113_3274",0.399584906253711
"2019_3113_3276",0.636023245764999
"2019_3113_3277",0.654803442505823
"2019_3113_3280",0.0720878953788736
"2019_3113_3281",0.636023245764999
"2019_3113_3283",0.690839474549995
"2019_3113_3301",0.339880456681649
"2019_3113_3308",0.827071433769521
"2019_3113_3314",0.654803442505823
"2019_3113_3323",0.0677161462417635
"2019_3113_3332",0.301599529736391
"2019_3113_3333",0.44231462008712
"2019_3113_3340",0.639146228985056
"2019_3113_3343",0.776876524898462
"2019_3113_3346",0.788318251626677
"2019_3113_3347",0.841955568552735
"2019_3113_3349",0.776670687573074
"2019_3113_3352",0.852771750419903
"2019_3113_3353",0.636023245764999
"2019_3113_3355",0.65144726786157
"2019_3113_3376",0.44231462008712
"2019_3113_3377",0.559770579840406
"2019_3113_3380",0.80823678922117
"2019_3113_3390",0.185347640190769
"2019_3113_3393",0.35512992067215
"2019_3113_3397",0.690839474549995
"2019_3113_3400",0.65144726786157
"2019_3113_3401",0.44231462008712
"2019_3113_3406",0.841955568552735
"2019_3113_3413",0.841955568552735
"2019_3113_3416",0.776670687573074
"2019_3113_3417",0.636023245764999
"2019_3113_3460",0.830048493122079
"2019_3114_3120",0.359246361909887
"2019_3114_3124",0.0677161462417635
"2019_3114_3125",0.4165470874038
"2019_3114_3126",0.752034567244441
"2019_3114_3129",0.519916933610582
"2019_3114_3137",0.452241969048088
"2019_3114_3138",0.374871288422768
"2019_3114_3140",0.198403316154702
"2019_3114_3141",0.198403316154702
"2019_3114_3143",0.266844818196386
"2019_3114_3155",0.332370317516027
"2019_3114_3163",0.121161475495996
"2019_3114_3177",0.266844818196386
"2019_3114_3179",0.326516148556295
"2019_3114_3195",0.506366841039713
"2019_3114_3199",0.185347640190769
"2019_3114_3200",0.452241969048088
"2019_3114_3211",0.133988773779824
"2019_3114_3231",0.276028036280901
"2019_3114_3234",0.0677161462417635
"2019_3114_3235",0.133988773779824
"2019_3114_3243",0.310386507664322
"2019_3114_3246",0.198403316154702
"2019_3114_3257",0.0720878953788736
"2019_3114_3263",0.524864336763584
"2019_3114_3266",0.133988773779824
"2019_3114_3268",0.141987451719394
"2019_3114_3273",0.636023245764999
"2019_3114_3274",0.133988773779824
"2019_3114_3276",0.152617451197695
"2019_3114_3277",0.252920296534108
"2019_3114_3280",0.0677161462417635
"2019_3114_3281",0.217391694417477
"2019_3114_3283",0.326516148556295
"2019_3114_3301",0.133988773779824
"2019_3114_3308",0.524864336763584
"2019_3114_3314",0.252920296534108
"2019_3114_3323",0.0720878953788736
"2019_3114_3332",0.0677161462417635
"2019_3114_3333",0.216639980345098
"2019_3114_3340",0.45652714768339
"2019_3114_3343",0.44231462008712
"2019_3114_3346",0.44231462008712
"2019_3114_3347",0.555398785877366
"2019_3114_3349",0.452241969048088
"2019_3114_3352",0.688170239505808
"2019_3114_3353",0.280208364654397
"2019_3114_3355",0.217391694417477
"2019_3114_3376",0.185347640190769
"2019_3114_3377",0.198403316154702
"2019_3114_3380",0.752034567244441
"2019_3114_3390",0.0677161462417635
"2019_3114_3393",0.133988773779824
"2019_3114_3397",0.374871288422768
"2019_3114_3400",0.266844818196386
"2019_3114_3401",0.133988773779824
"2019_3114_3406",0.764363797869563
"2019_3114_3413",0.636023245764999
"2019_3114_3416",0.452241969048088
"2019_3114_3417",0.280208364654397
"2019_3114_3460",0.538733946021146
"2019_3120_3124",0.0677161462417635
"2019_3120_3125",0.623032033131668
"2019_3120_3126",0.73768213118716
"2019_3120_3129",0.731383723125305
"2019_3120_3137",0.636023245764999
"2019_3120_3138",0.538733946021146
"2019_3120_3140",0.327495524665702
"2019_3120_3141",0.342049648890528
"2019_3120_3143",0.44231462008712
"2019_3120_3155",0.44231462008712
"2019_3120_3163",0.0677161462417635
"2019_3120_3177",0.35512992067215
"2019_3120_3179",0.524864336763584
"2019_3120_3195",0.636023245764999
"2019_3120_3199",0.339880456681649
"2019_3120_3200",0.636023245764999
"2019_3120_3211",0.311395111644144
"2019_3120_3231",0.524864336763584
"2019_3120_3234",0.0965029643177355
"2019_3120_3235",0.301599529736391
"2019_3120_3243",0.44231462008712
"2019_3120_3246",0.266844818196386
"2019_3120_3257",0.0720878953788736
"2019_3120_3263",0.636023245764999
"2019_3120_3266",0.252329418174423
"2019_3120_3268",0.185347640190769
"2019_3120_3273",0.731383723125305
"2019_3120_3274",0.220381724136312
"2019_3120_3276",0.410584011893616
"2019_3120_3277",0.342049648890528
"2019_3120_3280",0.0677161462417635
"2019_3120_3281",0.327495524665702
"2019_3120_3283",0.555398785877366
"2019_3120_3301",0.185347640190769
"2019_3120_3308",0.65144726786157
"2019_3120_3314",0.410584011893616
"2019_3120_3323",0.0720878953788736
"2019_3120_3332",0.0677161462417635
"2019_3120_3333",0.233371174329233
"2019_3120_3340",0.45652714768339
"2019_3120_3343",0.538733946021146
"2019_3120_3346",0.538733946021146
"2019_3120_3347",0.683497308157325
"2019_3120_3349",0.618363568727425
"2019_3120_3352",0.752034567244441
"2019_3120_3353",0.339880456681649
"2019_3120_3355",0.327495524665702
"2019_3120_3376",0.243485343760939
"2019_3120_3377",0.410584011893616
"2019_3120_3380",0.752034567244441
"2019_3120_3390",0.0611990214819248
"2019_3120_3393",0.185347640190769
"2019_3120_3397",0.538733946021146
"2019_3120_3400",0.339880456681649
"2019_3120_3401",0.174211990100157
"2019_3120_3406",0.752034567244441
"2019_3120_3413",0.688170239505808
"2019_3120_3416",0.636023245764999
"2019_3120_3417",0.339880456681649
"2019_3120_3460",0.716286934688938
"2019_3124_3125",0.932389746613287
"2019_3124_3126",0.936998797885073
"2019_3124_3129",0.936998797885073
"2019_3124_3137",0.932389746613287
"2019_3124_3138",0.936998797885073
"2019_3124_3140",0.936998797885073
"2019_3124_3141",0.930324819157074
"2019_3124_3143",0.932389746613287
"2019_3124_3155",0.936998797885073
"2019_3124_3163",0.690839474549995
"2019_3124_3177",0.936998797885073
"2019_3124_3179",0.932389746613287
"2019_3124_3195",0.936998797885073
"2019_3124_3199",0.932389746613287
"2019_3124_3200",0.936998797885073
"2019_3124_3211",0.936998797885073
"2019_3124_3231",0.936998797885073
"2019_3124_3234",0.763509797418295
"2019_3124_3235",0.827071433769521
"2019_3124_3243",0.936998797885073
"2019_3124_3246",0.925266454483419
"2019_3124_3257",0.538733946021146
"2019_3124_3263",0.932389746613287
"2019_3124_3266",0.930324819157074
"2019_3124_3268",0.827071433769521
"2019_3124_3273",0.932389746613287
"2019_3124_3274",0.880771295877494
"2019_3124_3276",0.936998797885073
"2019_3124_3277",0.936998797885073
"2019_3124_3280",0.538733946021146
"2019_3124_3281",0.932389746613287
"2019_3124_3283",0.936998797885073
"2019_3124_3301",0.815999541044205
"2019_3124_3308",0.936998797885073
"2019_3124_3314",0.932389746613287
"2019_3124_3323",0.538733946021146
"2019_3124_3332",0.73415226026657
"2019_3124_3333",0.880771295877494
"2019_3124_3340",0.895498616250638
"2019_3124_3343",0.932389746613287
"2019_3124_3346",0.936998797885073
"2019_3124_3347",0.936998797885073
"2019_3124_3349",0.936998797885073
"2019_3124_3352",0.936998797885073
"2019_3124_3353",0.936998797885073
"2019_3124_3355",0.936998797885073
"2019_3124_3376",0.872608005767073
"2019_3124_3377",0.936998797885073
"2019_3124_3380",0.936998797885073
"2019_3124_3390",0.690839474549995
"2019_3124_3393",0.827071433769521
"2019_3124_3397",0.936998797885073
"2019_3124_3400",0.936998797885073
"2019_3124_3401",0.880771295877494
"2019_3124_3406",0.936998797885073
"2019_3124_3413",0.936998797885073
"2019_3124_3416",0.936998797885073
"2019_3124_3417",0.936998797885073
"2019_3124_3460",0.936998797885073
"2019_3125_3126",0.752034567244441
"2019_3125_3129",0.669648270395082
"2019_3125_3137",0.44231462008712
"2019_3125_3138",0.413231892920138
"2019_3125_3140",0.339880456681649
"2019_3125_3141",0.311395111644144
"2019_3125_3143",0.27254645283306
"2019_3125_3155",0.339880456681649
"2019_3125_3163",0.0677161462417635
"2019_3125_3177",0.31100135986395
"2019_3125_3179",0.429630475231708
"2019_3125_3195",0.590732110450095
"2019_3125_3199",0.379227240198699
"2019_3125_3200",0.538733946021146
"2019_3125_3211",0.243485343760939
"2019_3125_3231",0.413231892920138
"2019_3125_3234",0.201205262930561
"2019_3125_3235",0.0965029643177355
"2019_3125_3243",0.388866074060128
"2019_3125_3246",0.297766091745157
"2019_3125_3257",0.0965029643177355
"2019_3125_3263",0.60688914927419
"2019_3125_3266",0.185347640190769
"2019_3125_3268",0.125040121297547
"2019_3125_3273",0.684354537856457
"2019_3125_3274",0.243485343760939
"2019_3125_3276",0.339880456681649
"2019_3125_3277",0.327495524665702
"2019_3125_3280",0.0677161462417635
"2019_3125_3281",0.35512992067215
"2019_3125_3283",0.44231462008712
"2019_3125_3301",0.132586381590419
"2019_3125_3308",0.590732110450095
"2019_3125_3314",0.27254645283306
"2019_3125_3323",0.0677161462417635
"2019_3125_3332",0.0965029643177355
"2019_3125_3333",0.243485343760939
"2019_3125_3340",0.359570252802502
"2019_3125_3343",0.569300441869474
"2019_3125_3346",0.552737054283614
"2019_3125_3347",0.669648270395082
"2019_3125_3349",0.44231462008712
"2019_3125_3352",0.752034567244441
"2019_3125_3353",0.339880456681649
"2019_3125_3355",0.31100135986395
"2019_3125_3376",0.212639730489147
"2019_3125_3377",0.339880456681649
"2019_3125_3380",0.752034567244441
"2019_3125_3390",0.0965029643177355
"2019_3125_3393",0.125040121297547
"2019_3125_3397",0.44231462008712
"2019_3125_3400",0.339880456681649
"2019_3125_3401",0.233371174329233
"2019_3125_3406",0.669648270395082
"2019_3125_3413",0.669648270395082
"2019_3125_3416",0.494993250645386
"2019_3125_3417",0.31100135986395
"2019_3125_3460",0.669648270395082
"2019_3126_3129",0.276028036280901
"2019_3126_3137",0.252920296534108
"2019_3126_3138",0.198403316154702
"2019_3126_3140",0.188366875314618
"2019_3126_3141",0.319631017273543
"2019_3126_3143",0.198403316154702
"2019_3126_3155",0.198403316154702
"2019_3126_3163",0.0677161462417635
"2019_3126_3177",0.141987451719394
"2019_3126_3179",0.198403316154702
"2019_3126_3195",0.276028036280901
"2019_3126_3199",0.133988773779824
"2019_3126_3200",0.276028036280901
"2019_3126_3211",0.133988773779824
"2019_3126_3231",0.198403316154702
"2019_3126_3234",0.0677161462417635
"2019_3126_3235",0.0720878953788736
"2019_3126_3243",0.198403316154702
"2019_3126_3246",0.133988773779824
"2019_3126_3257",0.0720878953788736
"2019_3126_3263",0.276028036280901
"2019_3126_3266",0.227004009365509
"2019_3126_3268",0.0677161462417635
"2019_3126_3273",0.276028036280901
"2019_3126_3274",0.133988773779824
"2019_3126_3276",0.198403316154702
"2019_3126_3277",0.319631017273543
"2019_3126_3280",0.0677161462417635
"2019_3126_3281",0.178298407498962
"2019_3126_3283",0.209317895314797
"2019_3126_3301",0.0677161462417635
"2019_3126_3308",0.289669772588547
"2019_3126_3314",0.198403316154702
"2019_3126_3323",0.0574467426727231
"2019_3126_3332",0.0677161462417635
"2019_3126_3333",0.133988773779824
"2019_3126_3340",0.276028036280901
"2019_3126_3343",0.198403316154702
"2019_3126_3346",0.198403316154702
"2019_3126_3347",0.276028036280901
"2019_3126_3349",0.391202159544621
"2019_3126_3352",0.359570252802502
"2019_3126_3353",0.178298407498962
"2019_3126_3355",0.133988773779824
"2019_3126_3376",0.133988773779824
"2019_3126_3377",0.198403316154702
"2019_3126_3380",0.359570252802502
"2019_3126_3390",0.121161475495996
"2019_3126_3393",0.0677161462417635
"2019_3126_3397",0.198403316154702
"2019_3126_3400",0.178298407498962
"2019_3126_3401",0.227004009365509
"2019_3126_3406",0.276028036280901
"2019_3126_3413",0.289669772588547
"2019_3126_3416",0.252920296534108
"2019_3126_3417",0.133988773779824
"2019_3126_3460",0.419843820727734
"2019_3129_3137",0.359246361909887
"2019_3129_3138",0.315275427667999
"2019_3129_3140",0.198403316154702
"2019_3129_3141",0.198403316154702
"2019_3129_3143",0.266844818196386
"2019_3129_3155",0.266844818196386
"2019_3129_3163",0.121161475495996
"2019_3129_3177",0.241897388032908
"2019_3129_3179",0.252920296534108
"2019_3129_3195",0.452241969048088
"2019_3129_3199",0.185347640190769
"2019_3129_3200",0.452241969048088
"2019_3129_3211",0.227004009365509
"2019_3129_3231",0.252920296534108
"2019_3129_3234",0.0677161462417635
"2019_3129_3235",0.0677161462417635
"2019_3129_3243",0.209390342010859
"2019_3129_3246",0.178298407498962
"2019_3129_3257",0.0720878953788736
"2019_3129_3263",0.452241969048088
"2019_3129_3266",0.133988773779824
"2019_3129_3268",0.0720878953788736
"2019_3129_3273",0.538733946021146
"2019_3129_3274",0.133988773779824
"2019_3129_3276",0.152617451197695
"2019_3129_3277",0.198403316154702
"2019_3129_3280",0.0677161462417635
"2019_3129_3281",0.198403316154702
"2019_3129_3283",0.276028036280901
"2019_3129_3301",0.0677161462417635
"2019_3129_3308",0.452241969048088
"2019_3129_3314",0.198403316154702
"2019_3129_3323",0.0720878953788736
"2019_3129_3332",0.0677161462417635
"2019_3129_3333",0.114907643749159
"2019_3129_3340",0.359570252802502
"2019_3129_3343",0.410584011893616
"2019_3129_3346",0.410584011893616
"2019_3129_3347",0.555398785877366
"2019_3129_3349",0.359246361909887
"2019_3129_3352",0.664572977529494
"2019_3129_3353",0.209317895314797
"2019_3129_3355",0.178298407498962
"2019_3129_3376",0.133988773779824
"2019_3129_3377",0.198403316154702
"2019_3129_3380",0.752034567244441
"2019_3129_3390",0.0677161462417635
"2019_3129_3393",0.0677161462417635
"2019_3129_3397",0.289669772588547
"2019_3129_3400",0.266844818196386
"2019_3129_3401",0.133988773779824
"2019_3129_3406",0.684354537856457
"2019_3129_3413",0.538733946021146
"2019_3129_3416",0.359246361909887
"2019_3129_3417",0.206642324355613
"2019_3129_3460",0.538733946021146
"2019_3137_3138",0.44231462008712
"2019_3137_3140",0.327495524665702
"2019_3137_3141",0.266844818196386
"2019_3137_3143",0.27254645283306
"2019_3137_3155",0.413231892920138
"2019_3137_3163",0.0677161462417635
"2019_3137_3177",0.339880456681649
"2019_3137_3179",0.45896457847599
"2019_3137_3195",0.538733946021146
"2019_3137_3199",0.243485343760939
"2019_3137_3200",0.538733946021146
"2019_3137_3211",0.220381724136312
"2019_3137_3231",0.428620691498302
"2019_3137_3234",0.168560551606403
"2019_3137_3235",0.185347640190769
"2019_3137_3243",0.413231892920138
"2019_3137_3246",0.280208364654397
"2019_3137_3257",0.0677161462417635
"2019_3137_3263",0.555398785877366
"2019_3137_3266",0.185347640190769
"2019_3137_3268",0.185347640190769
"2019_3137_3273",0.764363797869563
"2019_3137_3274",0.233371174329233
"2019_3137_3276",0.311395111644144
"2019_3137_3277",0.332370317516027
"2019_3137_3280",0.0677161462417635
"2019_3137_3281",0.35512992067215
"2019_3137_3283",0.44231462008712
"2019_3137_3301",0.195719361383276
"2019_3137_3308",0.538733946021146
"2019_3137_3314",0.310386507664322
"2019_3137_3323",0.0677161462417635
"2019_3137_3332",0.0753730515511331
"2019_3137_3333",0.243485343760939
"2019_3137_3340",0.45652714768339
"2019_3137_3343",0.476898996768106
"2019_3137_3346",0.494993250645386
"2019_3137_3347",0.64537167069315
"2019_3137_3349",0.538733946021146
"2019_3137_3352",0.752034567244441
"2019_3137_3353",0.339880456681649
"2019_3137_3355",0.327495524665702
"2019_3137_3376",0.338888599437099
"2019_3137_3377",0.311395111644144
"2019_3137_3380",0.752034567244441
"2019_3137_3390",0.0677161462417635
"2019_3137_3393",0.185347640190769
"2019_3137_3397",0.44231462008712
"2019_3137_3400",0.339880456681649
"2019_3137_3401",0.185347640190769
"2019_3137_3406",0.752034567244441
"2019_3137_3413",0.752034567244441
"2019_3137_3416",0.538733946021146
"2019_3137_3417",0.339880456681649
"2019_3137_3460",0.64537167069315
"2019_3138_3140",0.339880456681649
"2019_3138_3141",0.359246361909887
"2019_3138_3143",0.44231462008712
"2019_3138_3155",0.44231462008712
"2019_3138_3163",0.0611990214819248
"2019_3138_3177",0.339880456681649
"2019_3138_3179",0.538733946021146
"2019_3138_3195",0.636023245764999
"2019_3138_3199",0.339880456681649
"2019_3138_3200",0.636023245764999
"2019_3138_3211",0.3110808000861
"2019_3138_3231",0.538733946021146
"2019_3138_3234",0.0965029643177355
"2019_3138_3235",0.185347640190769
"2019_3138_3243",0.423771360579161
"2019_3138_3246",0.266844818196386
"2019_3138_3257",0.0801966068792458
"2019_3138_3263",0.652531857516789
"2019_3138_3266",0.266844818196386
"2019_3138_3268",0.301599529736391
"2019_3138_3273",0.752034567244441
"2019_3138_3274",0.243485343760939
"2019_3138_3276",0.410229226645955
"2019_3138_3277",0.410584011893616
"2019_3138_3280",0.0677161462417635
"2019_3138_3281",0.339880456681649
"2019_3138_3283",0.538733946021146
"2019_3138_3301",0.220381724136312
"2019_3138_3308",0.636023245764999
"2019_3138_3314",0.428620691498302
"2019_3138_3323",0.0720878953788736
"2019_3138_3332",0.0965029643177355
"2019_3138_3333",0.229842263019851
"2019_3138_3340",0.45652714768339
"2019_3138_3343",0.590732110450095
"2019_3138_3346",0.590732110450095
"2019_3138_3347",0.744390749373572
"2019_3138_3349",0.636023245764999
"2019_3138_3352",0.73768213118716
"2019_3138_3353",0.339880456681649
"2019_3138_3355",0.339880456681649
"2019_3138_3376",0.243485343760939
"2019_3138_3377",0.428620691498302
"2019_3138_3380",0.752034567244441
"2019_3138_3390",0.0753730515511331
"2019_3138_3393",0.185347640190769
"2019_3138_3397",0.555398785877366
"2019_3138_3400",0.339880456681649
"2019_3138_3401",0.220381724136312
"2019_3138_3406",0.688170239505808
"2019_3138_3413",0.752034567244441
"2019_3138_3416",0.636023245764999
"2019_3138_3417",0.35512992067215
"2019_3138_3460",0.752034567244441
"2019_3140_3141",0.487485566766608
"2019_3140_3143",0.590732110450095
"2019_3140_3155",0.683497308157325
"2019_3140_3163",0.133988773779824
"2019_3140_3177",0.511806341867285
"2019_3140_3179",0.636023245764999
"2019_3140_3195",0.700979598231664
"2019_3140_3199",0.339880456681649
"2019_3140_3200",0.690839474549995
"2019_3140_3211",0.339880456681649
"2019_3140_3231",0.636023245764999
"2019_3140_3234",0.233371174329233
"2019_3140_3235",0.42937920080422
"2019_3140_3243",0.683497308157325
"2019_3140_3246",0.428620691498302
"2019_3140_3257",0.102528800670798
"2019_3140_3263",0.776876524898462
"2019_3140_3266",0.295432861356074
"2019_3140_3268",0.31100135986395
"2019_3140_3273",0.795010192119086
"2019_3140_3274",0.339880456681649
"2019_3140_3276",0.538733946021146
"2019_3140_3277",0.618363568727425
"2019_3140_3280",0.0677161462417635
"2019_3140_3281",0.538733946021146
"2019_3140_3283",0.65144726786157
"2019_3140_3301",0.31100135986395
"2019_3140_3308",0.764356962537928
"2019_3140_3314",0.636023245764999
"2019_3140_3323",0.0720878953788736
"2019_3140_3332",0.185347640190769
"2019_3140_3333",0.339880456681649
"2019_3140_3340",0.546599936794991
"2019_3140_3343",0.731383723125305
"2019_3140_3346",0.731383723125305
"2019_3140_3347",0.795010192119086
"2019_3140_3349",0.637535676186855
"2019_3140_3352",0.795010192119086
"2019_3140_3353",0.538733946021146
"2019_3140_3355",0.44231462008712
"2019_3140_3376",0.339880456681649
"2019_3140_3377",0.538733946021146
"2019_3140_3380",0.795010192119086
"2019_3140_3390",0.169568581184942
"2019_3140_3393",0.31100135986395
"2019_3140_3397",0.636023245764999
"2019_3140_3400",0.538733946021146
"2019_3140_3401",0.323143253147663
"2019_3140_3406",0.795010192119086
"2019_3140_3413",0.73836359101228
"2019_3140_3416",0.700979598231664
"2019_3140_3417",0.44231462008712
"2019_3140_3460",0.753251954283906
"2019_3141_3143",0.669648270395082
"2019_3141_3155",0.669648270395082
"2019_3141_3163",0.185347640190769
"2019_3141_3177",0.539952219950635
"2019_3141_3179",0.683497308157325
"2019_3141_3195",0.752034567244441
"2019_3141_3199",0.445142288127725
"2019_3141_3200",0.747199273212927
"2019_3141_3211",0.339880456681649
"2019_3141_3231",0.683497308157325
"2019_3141_3234",0.243485343760939
"2019_3141_3235",0.256087670631956
"2019_3141_3243",0.669648270395082
"2019_3141_3246",0.413231892920138
"2019_3141_3257",0.132586381590419
"2019_3141_3263",0.767021551302274
"2019_3141_3266",0.494252424165751
"2019_3141_3268",0.243485343760939
"2019_3141_3273",0.767021551302274
"2019_3141_3274",0.356225370068701
"2019_3141_3276",0.538733946021146
"2019_3141_3277",0.538733946021146
"2019_3141_3280",0.0965029643177355
"2019_3141_3281",0.494993250645386
"2019_3141_3283",0.697865221077315
"2019_3141_3301",0.243485343760939
"2019_3141_3308",0.778824763775754
"2019_3141_3314",0.538733946021146
"2019_3141_3323",0.0874752968990853
"2019_3141_3332",0.243485343760939
"2019_3141_3333",0.388866074060128
"2019_3141_3340",0.572818027489039
"2019_3141_3343",0.752034567244441
"2019_3141_3346",0.752034567244441
"2019_3141_3347",0.767021551302274
"2019_3141_3349",0.837873472990018
"2019_3141_3352",0.795010192119086
"2019_3141_3353",0.494993250645386
"2019_3141_3355",0.465336963945913
"2019_3141_3376",0.388866074060128
"2019_3141_3377",0.538733946021146
"2019_3141_3380",0.795010192119086
"2019_3141_3390",0.366203931914728
"2019_3141_3393",0.243485343760939
"2019_3141_3397",0.683497308157325
"2019_3141_3400",0.552737054283614
"2019_3141_3401",0.494252424165751
"2019_3141_3406",0.767021551302274
"2019_3141_3413",0.778824763775754
"2019_3141_3416",0.752034567244441
"2019_3141_3417",0.465336963945913
"2019_3141_3460",0.851994244321871
"2019_3143_3155",0.538733946021146
"2019_3143_3163",0.133988773779824
"2019_3143_3177",0.413231892920138
"2019_3143_3179",0.638693841274619
"2019_3143_3195",0.636023245764999
"2019_3143_3199",0.494252424165751
"2019_3143_3200",0.654803442505823
"2019_3143_3211",0.266844818196386
"2019_3143_3231",0.605483657559755
"2019_3143_3234",0.301599529736391
"2019_3143_3235",0.185347640190769
"2019_3143_3243",0.538733946021146
"2019_3143_3246",0.347460184326655
"2019_3143_3257",0.0677161462417635
"2019_3143_3263",0.669844741071777
"2019_3143_3266",0.266844818196386
"2019_3143_3268",0.185347640190769
"2019_3143_3273",0.759692098062239
"2019_3143_3274",0.311395111644144
"2019_3143_3276",0.452241969048088
"2019_3143_3277",0.452241969048088
"2019_3143_3280",0.0677161462417635
"2019_3143_3281",0.44516664697735
"2019_3143_3283",0.623032033131668
"2019_3143_3301",0.195719361383276
"2019_3143_3308",0.654803442505823
"2019_3143_3314",0.452241969048088
"2019_3143_3323",0.0677161462417635
"2019_3143_3332",0.133988773779824
"2019_3143_3333",0.327495524665702
"2019_3143_3340",0.47695244909093
"2019_3143_3343",0.65144726786157
"2019_3143_3346",0.636023245764999
"2019_3143_3347",0.700979598231664
"2019_3143_3349",0.636023245764999
"2019_3143_3352",0.795010192119086
"2019_3143_3353",0.428620691498302
"2019_3143_3355",0.382157940834526
"2019_3143_3376",0.480335471941945
"2019_3143_3377",0.452241969048088
"2019_3143_3380",0.795010192119086
"2019_3143_3390",0.133988773779824
"2019_3143_3393",0.185347640190769
"2019_3143_3397",0.623032033131668
"2019_3143_3400",0.44231462008712
"2019_3143_3401",0.266844818196386
"2019_3143_3406",0.767021551302274
"2019_3143_3413",0.747199273212927
"2019_3143_3416",0.636023245764999
"2019_3143_3417",0.413231892920138
"2019_3143_3460",0.731383723125305
"2019_3155_3163",0.0677161462417635
"2019_3155_3177",0.339880456681649
"2019_3155_3179",0.524864336763584
"2019_3155_3195",0.768343420311432
"2019_3155_3199",0.339880456681649
"2019_3155_3200",0.65144726786157
"2019_3155_3211",0.266844818196386
"2019_3155_3231",0.52316604081122
"2019_3155_3234",0.0965029643177355
"2019_3155_3235",0.185347640190769
"2019_3155_3243",0.538733946021146
"2019_3155_3246",0.266844818196386
"2019_3155_3257",0.0677161462417635
"2019_3155_3263",0.636023245764999
"2019_3155_3266",0.239387933800119
"2019_3155_3268",0.185347640190769
"2019_3155_3273",0.747199273212927
"2019_3155_3274",0.42937920080422
"2019_3155_3276",0.359246361909887
"2019_3155_3277",0.452241969048088
"2019_3155_3280",0.0611990214819248
"2019_3155_3281",0.428620691498302
"2019_3155_3283",0.623032033131668
"2019_3155_3301",0.185347640190769
"2019_3155_3308",0.636023245764999
"2019_3155_3314",0.452241969048088
"2019_3155_3323",0.0677161462417635
"2019_3155_3332",0.121161475495996
"2019_3155_3333",0.299191799838535
"2019_3155_3340",0.493751883565967
"2019_3155_3343",0.636023245764999
